order_id,order_date,customer_id,product_id,quantity,unit_price,discount,revenue,shipping_cost,status
O02049,2024-06-02,C0070,P011,1,98.09,0.05,93.19,$30.45,Delivered
O01723,2024-06-03,C0175,P010,5,1001.92,0.0,5009.6,$24.80,Shipped
O01915,2024-06-03,C0066,P032,2,506.4,0.1,911.52,$24.96,Delivered
O02162,2024-06-03,C0102,P034,3,178.15,0.1,481.01,$6.75,Delivered
O00366,2024-06-04,C0020,P007,5,545.77,0.05,2592.41,$22.73,Cancelled
O00442,2024-06-04,C0012,P003,10,452.27,0.15,3844.29,$8.23,Cancelled
O00625,2024-06-04,C0153,P006,1,959.76,0.1,863.78,$4.92,Delivered
O01047,2024-06-04,C0072,P021,2,11.04,0.2,17.66,$30.57,Delivered
O01362,2024-06-04,C0149,P023,2,39.29,0.2,62.86,$6.77,Delivered
O02225,2024-06-04,C0135,P025,3,5.24,0.0,15.72,$24.48,Shipped
O00281,2024-06-05,C0039,P003,2,452.27,,904.54,$20.89,Delivered
O00640,2024-06-05,C0190,P032,1,506.4,,506.4,$17.34,Delivered
O01030,2024-06-05,C0005,P007,1,545.77,0.0,545.77,$25.92,Delivered
O01513,2024-06-05,C0180,P028,3,10.85,0.05,30.92,$18.03,Cancelled
O01615,2024-06-05,C0088,P018,1,610.13,,610.13,$9.51,Delivered
O01755,2024-06-05,C0029,P005,2,1038.27,0.0,2076.54,$33.69,Delivered
O01257,2024-06-06,C0175,P028,5,10.85,0.0,54.25,$44.81,Shipped
O01982,2024-06-06,C0157,P019,1,25.78,,25.78,$28.85,Delivered
O00559,2024-06-07,C0051,P032,2,506.4,0.05,962.16,$13.93,Delivered
O02054,2024-06-08,C0001,P010,10,1001.92,0.15,8516.32,$35.51,Delivered
O02091,2024-06-08,C0067,P016,1,513.76,0.1,462.38,$25.73,Delivered
O00459,2024-06-09,C0022,P019,1,25.78,0.0,25.78,$33.08,Delivered
O01996,2024-06-09,C0096,P022,1,11.74,,11.74,$35.63,Cancelled
O00060,2024-06-11,C0001,P023,1,39.29,0.2,31.43,$11.68,Delivered
O00369,2024-06-11,C0166,P011,10,98.09,0.1,882.81,$40.02,Delivered
O00544,2024-06-11,C0169,P011,2,98.09,,196.18,$42.27,Returned
O01252,2024-06-11,C0043,P025,1,5.24,0.05,4.98,$43.05,Cancelled
O00154,2024-06-12,C0085,P006,5,959.76,0.15,4078.98,$7.79,Delivered
O00186,2024-06-12,C0022,P036,5,202.5,0.05,961.88,$27.45,Delivered
O00999,2024-06-12,C0132,P022,2,11.74,,23.48,$17.00,Delivered
O01074,2024-06-12,C0032,P018,1,610.13,0.0,610.13,$28.01,Delivered
O01493,2024-06-12,C0065,P008,1,999.67,0.0,999.67,$39.51,Shipped
O02360,2024-06-12,C0092,P029,5,584.1,0.0,2920.5,$42.17,Delivered
O00919,2024-06-13,C0151,P036,1,202.5,,202.5,$30.09,Cancelled
O00990,2024-06-13,C0037,P009,3,739.26,0.05,2106.89,$25.83,Delivered
O00007,2024-06-14,C0183,P021,1,11.04,0.2,8.83,$8.07,Delivered
O00877,2024-06-14,C0044,P031,3,482.84,,1448.52,$16.41,Shipped
O02171,2024-06-14,C0065,P007,5,545.77,,2728.85,$34.38,Delivered
O00035,2024-06-15,C0024,P033,10,372.51,0.0,3725.1,$22.44,Shipped
O00158,2024-06-15,C0181,P014,1,386.46,0.05,367.14,$26.64,Delivered
O00909,2024-06-15,C0053,P035,2,483.75,0.15,822.38,$40.39,Delivered
O00935,2024-06-15,C0083,P026,5,38.82,0.15,164.98,$21.92,Delivered
O00131,2024-06-16,C0079,P011,5,98.09,0.1,441.4,$32.30,Delivered
O00902,2024-06-16,C0194,P027,1,33.5,0.05,31.82,$10.22,Delivered
O00910,2024-06-16,C0104,P013,5,257.23,0.0,1286.15,$5.52,Delivered
O01073,2024-06-16,C0105,P029,4,584.1,0.0,2336.4,$7.27,Delivered
O01406,2024-06-17,C0081,P005,2,1038.27,0.1,1868.89,$35.41,Delivered
O00729,2024-06-18,C0011,P024,3,36.36,0.05,103.63,$9.67,Delivered
O00867,2024-06-18,C0122,P018,3,610.13,0.15,1555.83,$29.17,Delivered
O01305,2024-06-18,C0004,P014,2,386.46,0.15,656.98,$12.56,Delivered
O02320,2024-06-18,C0155,P027,3,33.5,0.1,90.45,$38.24,Delivered
O01103,2024-06-20,C0118,P011,2,98.09,0.0,196.18,$12.60,Shipped
O01506,2024-06-20,C0031,P022,2,11.74,0.0,23.48,$27.21,Delivered
O01527,2024-06-20,C0026,P031,1,482.84,,482.84,$31.41,Shipped
O01799,2024-06-20,C0102,P019,1,25.78,0.2,20.62,$14.29,Delivered
O01851,2024-06-20,C0078,P029,1,584.1,0.0,584.1,$19.09,Delivered
O00827,2024-06-21,C0038,P024,1,36.36,0.0,36.36,$38.50,Delivered
O01101,2024-06-21,C0090,P026,1,38.82,0.05,36.88,$32.75,Delivered
O01582,2024-06-21,C0145,P024,3,36.36,0.1,98.17,$42.74,Delivered
O01896,2024-06-21,C0055,P007,1,545.77,0.0,545.77,$9.99,Delivered
O00201,2024-06-22,C0143,P015,3,857.48,0.0,2572.44,$18.14,Delivered
O01195,2024-06-22,C0099,P008,1,999.67,0.1,899.7,$18.65,Delivered
O01558,2024-06-22,C0078,P019,3,25.78,,77.34,$31.65,Delivered
O01771,2024-06-22,C0196,P032,2,506.4,0.0,1012.8,$31.72,Delivered
O01954,2024-06-22,C0038,P007,1,545.77,0.0,545.77,$18.37,Returned
O02010,2024-06-22,C0141,P005,1,1038.27,0.0,1038.27,$39.80,Shipped
O00213,2024-06-23,C0108,P009,2,739.26,0.0,1478.52,$26.75,Delivered
O00726,2024-06-23,C0177,P022,2,11.74,0.1,21.13,$21.46,Delivered
O01669,2024-06-23,C0103,P019,2,25.78,,51.56,$23.19,Delivered
O00696,2024-06-24,C0004,P012,2,896.58,0.1,1613.84,$37.65,Delivered
O01902,2024-06-24,C0128,P005,2,1038.27,0.0,2076.54,$21.11,Delivered
O00159,2024-06-25,C0098,P030,1,233.43,,233.43,$23.11,Shipped
O00890,2024-06-25,C0183,P025,10,5.24,0.15,44.54,$36.63,Delivered
O01718,2024-06-25,C0046,P028,4,10.85,,43.4,$7.72,Delivered
O02310,2024-06-25,C0092,P034,2,178.15,0.05,338.48,$27.41,Delivered
O00733,2024-06-26,C0137,P019,3,25.78,0.0,77.34,$11.72,Shipped
O01289,2024-06-26,C0083,P015,2,857.48,0.05,1629.21,$8.22,Delivered
O01559,2024-06-26,C0160,P011,2,98.09,0.0,196.18,$34.81,Delivered
O01651,2024-06-26,C0083,P035,3,483.75,,1451.25,$24.20,Shipped
O02014,2024-06-26,C0065,P002,5,603.39,0.0,3016.95,$44.68,Delivered
O02041,2024-06-26,C0029,P001,4,455.53,0.0,1822.12,$20.95,Delivered
O00282,2024-06-27,C0016,P006,1,959.76,0.0,959.76,$21.19,Delivered
O00475,2024-06-27,C0144,P005,1,1038.27,0.1,934.44,$39.92,Shipped
O01355,2024-06-27,C0028,P030,1,233.43,,233.43,$8.93,Delivered
O01523,2024-06-27,C0036,P009,1,739.26,0.0,739.26,$16.68,Delivered
O01560,2024-06-27,C0191,P032,10,506.4,0.2,4051.2,$41.77,Delivered
O01931,2024-06-27,C0060,P025,1,5.24,0.05,4.98,$30.46,Delivered
O01962,2024-06-27,C0051,P006,2,959.76,0.1,1727.57,$20.17,Delivered
O02095,2024-06-27,C0158,P036,10,202.5,0.0,2025.0,$9.16,Delivered
O02324,2024-06-27,C0200,P015,1,857.48,0.2,685.98,$25.84,Delivered
O00799,2024-06-28,C0130,P004,10,986.74,0.15,8387.29,$35.43,Delivered
O00822,2024-06-28,C0036,P016,1,513.76,0.0,513.76,$25.40,Shipped
O00205,2024-06-29,C0006,P022,1,11.74,0.05,11.15,$25.16,Delivered
O01479,2024-06-29,C0096,P034,1,178.15,0.15,151.43,$42.01,Delivered
O01815,2024-06-29,C0032,P009,1,739.26,0.0,739.26,$19.15,Cancelled
O02121,2024-06-29,C0060,P026,1,38.82,0.0,38.82,$35.02,Delivered
O02152,2024-06-29,C0008,P011,2,98.09,0.05,186.37,$4.04,Delivered
O00010,2024-06-30,C0096,P010,3,1001.92,,3005.76,$6.75,Shipped
O00093,2024-06-30,C0107,P031,1,482.84,0.15,410.41,$34.10,Shipped
O00290,2024-06-30,C0127,P035,1,483.75,,483.75,$5.56,Delivered
O00654,2024-06-30,C0188,P016,3,513.76,0.1,1387.15,$20.84,Delivered
O00718,2024-06-30,C0059,P006,2,959.76,,1919.52,$39.35,Delivered
O01458,2024-07-01,C0093,P035,1,483.75,0.0,483.75,$38.36,Delivered
O01749,2024-07-01,C0018,P016,3,513.76,,1541.28,$28.48,Delivered
O00448,2024-07-02,C0054,P011,2,98.09,0.2,156.94,$4.92,Delivered
O02002,2024-07-02,C0010,P015,3,857.48,0.1,2315.2,$20.19,Delivered
O01424,2024-07-03,C0148,P032,2,506.4,0.05,962.16,$40.89,Shipped
O01557,2024-07-03,C0147,P006,1,959.76,0.05,911.77,$34.67,Delivered
O01601,2024-07-03,C0194,P012,10,896.58,,8965.8,$24.33,Delivered
O01638,2024-07-03,C0066,P033,1,372.51,,372.51,$4.66,Delivered
O02233,2024-07-03,C0047,P023,3,39.29,0.15,100.19,$27.04,Delivered
O00555,2024-07-04,C0014,P020,2,13.35,0.15,22.7,$24.60,Delivered
O00763,2024-07-04,C0015,P010,1,1001.92,0.0,1001.92,$6.17,Delivered
O00997,2024-07-04,C0056,P020,1,13.35,0.15,11.35,$14.44,Delivered
O01223,2024-07-04,C0073,P026,1,38.82,0.15,33.0,$43.93,Delivered
O01335,2024-07-04,C0073,P033,1,372.51,0.0,372.51,$33.24,Delivered
O01975,2024-07-04,C0126,P026,4,38.82,0.1,139.75,$13.97,Shipped
O02350,2024-07-04,C0079,P021,10,11.04,0.05,104.88,$36.03,Shipped
O00006,2024-07-05,C0156,P010,1,1001.92,0.1,901.73,$29.60,Delivered
O00097,2024-07-05,C0132,P030,1,233.43,0.2,186.74,$24.72,Cancelled
O00772,2024-07-05,C0191,P008,1,999.67,0.0,999.67,$32.21,Delivered
O00928,2024-07-05,C0034,P009,2,739.26,,1478.52,$35.23,Delivered
O01847,2024-07-05,C0065,P014,1,386.46,0.0,386.46,$39.27,Delivered
O00152,2024-07-06,C0138,P031,1,482.84,0.05,458.7,$16.33,Delivered
O00410,2024-07-06,C0041,P027,2,33.5,0.2,53.6,$7.77,Delivered
O00495,2024-07-06,C0122,P007,1,545.77,0.1,491.19,$18.11,Delivered
O00546,2024-07-06,C0055,P025,3,5.24,0.1,14.15,$18.76,Delivered
O00816,2024-07-06,C0069,P019,2,25.78,0.1,46.4,$32.16,Delivered
O01145,2024-07-06,C0125,P004,1,986.74,0.15,838.73,$8.39,Delivered
O01451,2024-07-06,C0030,P012,1,896.58,0.2,717.26,$32.90,Delivered
O01719,2024-07-06,C0052,P015,1,857.48,,857.48,$34.82,Delivered
O02040,2024-07-07,C0064,P003,3,452.27,0.2,1085.45,$9.45,Delivered
O01251,2024-07-08,C0033,P029,1,584.1,0.05,554.9,$21.23,Delivered
O01536,2024-07-08,C0099,P030,1,233.43,0.2,186.74,$21.32,Delivered
O01990,2024-07-08,C0101,P013,1,257.23,0.0,257.23,$5.29,Shipped
O00446,2024-07-09,C0043,P015,1,857.48,0.1,771.73,$12.67,Delivered
O00523,2024-07-09,C0032,P017,1,670.34,0.0,670.34,$39.41,Delivered
O00574,2024-07-09,C0023,P025,2,5.24,0.05,9.96,$21.11,Delivered
O00620,2024-07-09,C0096,P029,4,584.1,0.1,2102.76,$12.86,Delivered
O00693,2024-07-09,C0087,P004,2,986.74,0.05,1874.81,$37.09,Delivered
O02087,2024-07-09,C0081,P025,2,5.24,0.1,9.43,$34.85,Delivered
O02289,2024-07-09,C0053,P008,10,999.67,0.05,9496.86,$28.89,Delivered
O01371,2024-07-10,C0122,P033,2,372.51,0.0,745.02,$36.87,Delivered
O01576,2024-07-10,C0016,P019,4,25.78,0.0,103.12,$18.90,Delivered
O01588,2024-07-10,C0088,P015,1,857.48,0.05,814.61,$10.15,Delivered
O01731,2024-07-10,C0104,P028,2,10.85,0.15,18.44,$27.01,Delivered
O02187,2024-07-10,C0185,P017,1,670.34,0.15,569.79,$38.69,Delivered
O00024,2024-07-11,C0098,P035,3,483.75,0.15,1233.56,$6.96,Shipped
O00208,2024-07-11,C0002,P014,1,386.46,0.0,386.46,$27.67,Delivered
O00337,2024-07-11,C0096,P036,1,202.5,0.0,202.5,$23.75,Delivered
O01405,2024-07-11,C0092,P031,2,482.84,0.0,965.68,$15.33,Delivered
O01617,2024-07-11,C0144,P006,2,959.76,0.1,1727.57,$26.82,Shipped
O02174,2024-07-11,C0108,P011,2,98.09,0.15,166.75,$34.12,Delivered
O01542,2024-07-12,C0076,P002,2,603.39,0.0,1206.78,$16.02,Delivered
O01753,2024-07-12,C0161,P013,1,257.23,,257.23,$6.84,Delivered
O02043,2024-07-13,C0106,P025,2,5.24,0.05,9.96,$39.17,Delivered
O02094,2024-07-13,C0011,P031,1,482.84,0.05,458.7,$13.86,Delivered
O00056,2024-07-14,C0121,P009,3,739.26,,2217.78,$22.39,Delivered
O01412,2024-07-14,C0037,P002,1,603.39,0.15,512.88,$17.73,Delivered
O01682,2024-07-14,C0026,P032,1,506.4,,506.4,$13.08,Delivered
O00739,2024-07-15,C0136,P036,1,202.5,0.1,182.25,$11.04,Delivered
O01832,2024-07-15,C0194,P003,5,452.27,0.0,2261.35,$33.63,Delivered
O00742,2024-07-16,C0082,P009,2,739.26,0.15,1256.74,$11.56,Delivered
O01517,2024-07-16,C0003,P011,2,98.09,0.0,196.18,$11.67,Delivered
O01591,2024-07-16,C0026,P022,10,11.74,0.0,117.4,$43.79,Delivered
O01151,2024-07-17,C0035,P026,1,38.82,0.05,36.88,$42.88,Returned
O01789,2024-07-17,C0142,P013,5,257.23,0.0,1286.15,$37.02,Returned
O02298,2024-07-17,C0156,P034,10,178.15,0.05,1692.42,$30.57,Delivered
O00013,2024-07-18,C0074,P020,1,13.35,,13.35,$13.19,Delivered
O00456,2024-07-18,C0155,P035,4,483.75,0.2,1548.0,$25.40,Delivered
O00820,2024-07-18,C0006,P004,4,986.74,0.0,3946.96,$16.87,Delivered
O00932,2024-07-18,C0159,P035,2,483.75,0.0,967.5,$43.25,Delivered
O01077,2024-07-18,C0087,P028,1,10.85,0.15,9.22,$37.49,Returned
O01396,2024-07-18,C0053,P025,1,5.24,0.2,4.19,$25.83,Delivered
O01431,2024-07-18,C0167,P030,2,233.43,0.1,420.17,$42.74,Delivered
O01440,2024-07-18,C0068,P006,4,959.76,0.1,3455.14,$34.00,Delivered
O00434,2024-07-19,C0166,P006,4,959.76,0.0,3839.04,$40.54,Delivered
O00611,2024-07-19,C0158,P027,2,33.5,0.05,63.65,$4.46,Delivered
O00616,2024-07-19,C0134,P020,2,13.35,0.15,22.7,$26.76,Delivered
O00981,2024-07-19,C0149,P022,1,11.74,,11.74,$39.92,Returned
O01138,2024-07-19,C0035,P031,2,482.84,0.0,965.68,$20.62,Delivered
O01662,2024-07-19,C0033,P007,1,545.77,,545.77,$38.03,Delivered
O02098,2024-07-19,C0064,P034,1,178.15,0.05,169.24,$25.66,Delivered
O02136,2024-07-19,C0066,P011,2,98.09,0.2,156.94,$35.43,Delivered
O02313,2024-07-19,C0049,P025,2,5.24,0.0,10.48,$42.30,Delivered
O00306,2024-07-20,C0156,P028,1,10.85,0.0,10.85,$17.57,Cancelled
O01381,2024-07-20,C0167,P023,4,39.29,0.05,149.3,$4.88,Delivered
O00359,2024-07-21,C0153,P004,1,986.74,0.0,986.74,$21.09,Delivered
O00585,2024-07-21,C0113,P032,5,506.4,0.2,2025.6,$20.60,Delivered
O01724,2024-07-21,C0114,P002,2,603.39,0.0,1206.78,$37.10,Delivered
O02139,2024-07-21,C0038,P022,3,11.74,0.1,31.7,$27.35,Delivered
O00329,2024-07-22,C0051,P018,1,610.13,0.0,610.13,$31.93,Delivered
O01129,2024-07-22,C0025,P034,1,178.15,0.1,160.34,$28.91,Shipped
O01590,2024-07-22,C0135,P015,3,857.48,0.15,2186.57,$31.23,Delivered
O02203,2024-07-22,C0178,P015,3,857.48,0.0,2572.44,$13.17,Cancelled
O00164,2024-07-23,C0126,P030,1,233.43,0.15,198.42,$10.94,Delivered
O00530,2024-07-23,C0126,P013,2,257.23,0.15,437.29,$17.27,Delivered
O01321,2024-07-23,C0150,P001,1,455.53,0.0,455.53,$27.26,Cancelled
O01716,2024-07-23,C0127,P008,1,999.67,0.0,999.67,$42.79,Delivered
O01885,2024-07-23,C0020,P013,1,257.23,0.0,257.23,$35.67,Delivered
O02036,2024-07-23,C0055,P025,1,5.24,0.1,4.72,$18.11,Delivered
O02359,2024-07-23,C0102,P031,1,482.84,0.0,482.84,$11.09,Delivered
O01358,2024-07-24,C0129,P014,1,386.46,0.2,309.17,$25.03,Delivered
O01422,2024-07-24,C0033,P035,1,483.75,0.2,387.0,$31.64,Delivered
O01121,2024-07-25,C0109,P005,2,1038.27,0.0,2076.54,$20.40,Delivered
O02052,2024-07-25,C0146,P007,1,545.77,0.1,491.19,$14.34,Delivered
O01533,2024-07-26,C0099,P012,1,896.58,,896.58,$5.43,Returned
O01548,2024-07-26,C0185,P006,4,959.76,0.2,3071.23,$43.57,Delivered
O02195,2024-07-26,C0165,P012,1,896.58,0.1,806.92,$40.20,Delivered
O02353,2024-07-26,C0102,P022,5,11.74,0.0,58.7,$32.49,Delivered
O02371,2024-07-26,C0138,P025,5,5.24,0.15,22.27,$33.28,Delivered
O00072,2024-07-27,C0115,P003,3,452.27,0.15,1153.29,$29.21,Delivered
O00460,2024-07-27,C0148,P034,1,178.15,0.0,178.15,$19.38,Delivered
O00660,2024-07-27,C0075,P011,1,98.09,0.1,88.28,$33.81,Delivered
O00840,2024-07-27,C0051,P017,3,670.34,0.0,2011.02,$6.04,Delivered
O01134,2024-07-27,C0120,P033,1,372.51,0.2,298.01,$25.34,Delivered
O01375,2024-07-27,C0074,P005,2,1038.27,0.1,1868.89,$20.37,Delivered
O02299,2024-07-27,C0152,P029,1,584.1,0.1,525.69,$8.18,Returned
O02336,2024-07-27,C0025,P018,1,610.13,0.1,549.12,$20.96,Shipped
O00090,2024-07-28,C0008,P006,1,959.76,0.1,863.78,$30.70,Delivered
O01206,2024-07-28,C0005,P024,2,36.36,0.0,72.72,$41.76,Delivered
O01614,2024-07-28,C0125,P016,1,513.76,0.2,411.01,$6.43,Delivered
O01948,2024-07-28,C0192,P026,3,38.82,0.2,93.17,$10.84,Shipped
O02147,2024-07-28,C0140,P010,3,1001.92,0.2,2404.61,$27.49,Delivered
O00171,2024-07-29,C0102,P006,2,959.76,0.05,1823.54,$16.30,Shipped
O00237,2024-07-29,C0109,P009,1,739.26,0.0,739.26,$8.23,Delivered
O00805,2024-07-29,C0006,P021,2,11.04,,22.08,$8.10,Delivered
O00829,2024-07-29,C0093,P008,2,999.67,0.0,1999.34,$41.30,Delivered
O01359,2024-07-29,C0039,P023,2,39.29,0.0,78.58,$15.41,Delivered
O01744,2024-07-29,C0019,P008,1,999.67,,999.67,$6.73,Delivered
O02149,2024-07-29,C0110,P007,1,545.77,0.05,518.48,$37.10,Delivered
O02315,2024-07-29,C0119,P026,5,38.82,,194.1,$31.25,Delivered
O00595,2024-07-30,C0131,P011,3,98.09,0.15,250.13,$27.19,Delivered
O00714,2024-07-30,C0112,P010,1,1001.92,,1001.92,$11.30,Delivered
O00732,2024-07-30,C0125,P033,2,372.51,0.0,745.02,$23.28,Delivered
O01442,2024-07-30,C0162,P033,3,372.51,0.0,1117.53,$32.98,Delivered
O01800,2024-07-30,C0062,P034,1,178.15,0.1,160.34,$15.54,Delivered
O00628,2024-07-31,C0132,P007,1,545.77,0.15,463.9,$26.52,Delivered
O00672,2024-07-31,C0070,P022,1,11.74,0.0,11.74,$14.47,Delivered
O00704,2024-07-31,C0198,P031,3,482.84,0.05,1376.09,$9.87,Delivered
O01743,2024-07-31,C0154,P001,3,455.53,,1366.59,$9.28,Delivered
O00128,2024-08-01,C0023,P026,3,38.82,0.0,116.46,$44.25,Delivered
O00982,2024-08-01,C0127,P015,5,857.48,0.05,4073.03,$32.42,Delivered
O00566,2024-08-02,C0037,P002,1,603.39,0.0,603.39,$14.47,Delivered
O00959,2024-08-02,C0142,P013,3,257.23,0.0,771.69,$6.68,Delivered
O01480,2024-08-02,C0035,P011,2,98.09,,196.18,$4.40,Delivered
O01597,2024-08-02,C0151,P014,1,386.46,0.2,309.17,$39.31,Delivered
O01768,2024-08-02,C0142,P011,3,98.09,0.2,235.42,$11.39,Delivered
O02062,2024-08-02,C0151,P027,1,33.5,0.1,30.15,$30.36,Shipped
O00207,2024-08-04,C0048,P012,1,896.58,0.05,851.75,$22.43,Delivered
O01596,2024-08-04,C0051,P031,1,482.84,0.0,482.84,$23.52,Delivered
O01804,2024-08-04,C0128,P020,3,13.35,0.15,34.04,$26.38,Delivered
O00444,2024-08-05,C0151,P005,2,1038.27,0.2,1661.23,$43.88,Delivered
O00685,2024-08-05,C0069,P010,2,1001.92,,2003.84,$23.60,Delivered
O01333,2024-08-05,C0076,P001,4,455.53,0.0,1822.12,$6.18,Delivered
O01688,2024-08-05,C0146,P012,1,896.58,0.15,762.09,$8.05,Returned
O00637,2024-08-06,C0183,P007,3,545.77,,1637.31,$20.43,Delivered
O01033,2024-08-06,C0165,P007,1,545.77,0.0,545.77,$6.00,Delivered
O01111,2024-08-06,C0152,P012,3,896.58,0.1,2420.77,$27.43,Delivered
O01932,2024-08-06,C0183,P002,1,603.39,0.15,512.88,$18.74,Delivered
O02170,2024-08-06,C0025,P028,1,10.85,0.0,10.85,$13.70,Delivered
O00407,2024-08-07,C0034,P011,1,98.09,0.0,98.09,$5.64,Returned
O00751,2024-08-07,C0038,P028,1,10.85,0.15,9.22,$16.63,Delivered
O01132,2024-08-07,C0183,P010,3,1001.92,0.0,3005.76,$19.53,Delivered
O01824,2024-08-07,C0082,P032,10,506.4,0.05,4810.8,$37.79,Delivered
O00068,2024-08-08,C0032,P024,2,36.36,0.2,58.18,$34.48,Shipped
O00161,2024-08-08,C0106,P003,1,452.27,0.1,407.04,$26.69,Delivered
O01253,2024-08-08,C0148,P001,1,455.53,0.1,409.98,$24.59,Shipped
O01866,2024-08-08,C0161,P010,2,1001.92,0.0,2003.84,$38.90,Delivered
O02080,2024-08-08,C0087,P034,2,178.15,0.1,320.67,$14.71,Delivered
O00347,2024-08-09,C0150,P005,1,1038.27,0.2,830.62,$25.72,Delivered
O00603,2024-08-09,C0046,P011,3,98.09,0.0,294.27,$43.62,Delivered
O00349,2024-08-10,C0118,P010,3,1001.92,,3005.76,$17.64,Cancelled
O00695,2024-08-10,C0037,P032,5,506.4,0.0,2532.0,$13.95,Delivered
O02374,2024-08-10,C0038,P018,2,610.13,0.05,1159.25,$17.57,Delivered
O00273,2024-08-11,C0038,P006,1,959.76,0.0,959.76,$31.76,Delivered
O00551,2024-08-11,C0024,P026,1,38.82,0.15,33.0,$36.51,Delivered
O00649,2024-08-11,C0104,P025,1,5.24,0.0,5.24,$11.72,Delivered
O00766,2024-08-11,C0176,P020,1,13.35,0.15,11.35,$7.93,Delivered
O00968,2024-08-11,C0134,P016,5,513.76,,2568.8,$35.33,Delivered
O01072,2024-08-11,C0048,P013,1,257.23,0.0,257.23,$37.18,Delivered
O01343,2024-08-11,C0194,P009,1,739.26,0.15,628.37,$9.22,Delivered
O01351,2024-08-11,C0077,P026,1,38.82,0.1,34.94,$37.69,Delivered
O01658,2024-08-11,C0089,P013,2,257.23,0.2,411.57,$22.54,Delivered
O00104,2024-08-12,C0036,P022,4,11.74,,46.96,$10.11,Shipped
O00454,2024-08-12,C0052,P034,4,178.15,0.2,570.08,$37.89,Delivered
O00762,2024-08-12,C0096,P033,3,372.51,0.0,1117.53,$38.66,Delivered
O01182,2024-08-12,C0169,P007,3,545.77,0.2,1309.85,$42.77,Delivered
O01331,2024-08-12,C0117,P023,2,39.29,0.0,78.58,$23.12,Delivered
O00166,2024-08-13,C0020,P004,3,986.74,0.2,2368.18,$9.64,Delivered
O00469,2024-08-13,C0164,P032,3,506.4,0.1,1367.28,$11.98,Delivered
O00978,2024-08-13,C0095,P001,2,455.53,0.0,911.06,$6.35,Delivered
O01018,2024-08-13,C0080,P013,2,257.23,,514.46,$15.29,Delivered
O01545,2024-08-13,C0111,P018,2,610.13,,1220.26,$5.67,Delivered
O01599,2024-08-13,C0105,P018,2,610.13,0.1,1098.23,$43.01,Delivered
O00602,2024-08-14,C0009,P020,1,13.35,0.0,13.35,$6.01,Delivered
O00662,2024-08-14,C0074,P032,1,506.4,0.0,506.4,$38.91,Delivered
O00936,2024-08-14,C0136,P021,1,11.04,0.0,11.04,$8.70,Delivered
O01484,2024-08-14,C0110,P020,1,13.35,0.2,10.68,$42.31,Delivered
O01531,2024-08-14,C0197,P016,4,513.76,0.2,1644.03,$41.50,Delivered
O01690,2024-08-14,C0071,P029,3,584.1,0.15,1489.46,$22.79,Cancelled
O01015,2024-08-15,C0015,P024,4,36.36,0.2,116.35,$20.04,Cancelled
O01340,2024-08-15,C0146,P030,2,233.43,0.2,373.49,$36.08,Shipped
O01831,2024-08-15,C0007,P028,1,10.85,0.0,10.85,$30.39,Delivered
O00505,2024-08-16,C0033,P009,1,739.26,0.15,628.37,$39.28,Delivered
O00727,2024-08-16,C0157,P035,3,483.75,0.15,1233.56,$34.17,Delivered
O01037,2024-08-17,C0084,P021,1,11.04,0.2,8.83,$42.50,Delivered
O01823,2024-08-17,C0064,P015,4,857.48,,3429.92,$27.04,Delivered
O01907,2024-08-17,C0070,P019,5,25.78,0.15,109.56,$41.20,Delivered
O01924,2024-08-17,C0105,P015,1,857.48,0.0,857.48,$40.57,Returned
O00400,2024-08-18,C0076,P014,3,386.46,0.0,1159.38,$18.71,Delivered
O00441,2024-08-18,C0060,P003,3,452.27,0.2,1085.45,$23.26,Delivered
O00525,2024-08-18,C0150,P008,10,999.67,,9996.7,$32.22,Delivered
O00494,2024-08-19,C0144,P004,1,986.74,0.0,986.74,$6.46,Shipped
O00515,2024-08-19,C0164,P030,2,233.43,0.05,443.52,$17.15,Delivered
O00976,2024-08-19,C0012,P004,1,986.74,0.2,789.39,$25.04,Delivered
O01176,2024-08-19,C0067,P020,4,13.35,0.1,48.06,$33.04,Delivered
O01228,2024-08-19,C0075,P024,2,36.36,0.2,58.18,$5.64,Delivered
O01391,2024-08-19,C0027,P004,10,986.74,,9867.4,$15.47,Delivered
O01604,2024-08-19,C0082,P034,2,178.15,0.1,320.67,$42.03,Delivered
O01752,2024-08-19,C0101,P025,1,5.24,0.1,4.72,$24.73,Delivered
O01968,2024-08-19,C0040,P034,3,178.15,0.05,507.73,$13.27,Delivered
O00418,2024-08-20,C0192,P010,1,1001.92,0.15,851.63,$5.55,Delivered
O00550,2024-08-20,C0040,P009,1,739.26,0.05,702.3,$13.55,Shipped
O00979,2024-08-20,C0144,P004,1,986.74,0.05,937.4,$36.20,Delivered
O01946,2024-08-20,C0001,P019,2,25.78,,51.56,$31.78,Delivered
O00392,2024-08-21,C0083,P033,5,372.51,0.2,1490.04,$44.16,Returned
O00862,2024-08-21,C0116,P021,5,11.04,0.0,55.2,$12.67,Delivered
O01147,2024-08-21,C0022,P034,1,178.15,,178.15,$4.28,Delivered
O01216,2024-08-21,C0024,P034,1,178.15,0.0,178.15,$34.47,Delivered
O01961,2024-08-21,C0097,P022,3,11.74,0.1,31.7,$9.90,Delivered
O02271,2024-08-21,C0084,P035,5,483.75,0.05,2297.81,$38.70,Delivered
O01535,2024-08-22,C0176,P007,4,545.77,0.0,2183.08,$17.08,Delivered
